,ID,post_id,post_title,post_excerpt,post_content_filtered,post_content,post_name,post_parent,permalink,guid,each_description,case_description,ad_copy_text,ItemId,ItemIdText,StoreLocationId,ProductName,BrandName,BrandNameClean,BrandNameLower,Description,FullText,Price,SalePrice,UPCs,SubCategoryName,CategoryName,DepartmentName,DisableOrdering,OnSale,Featured,StorageDescription,ProductSize,UnitOfMeasure,SellUnit,total_popularity,trending_popularity,ProductFacets,score,terms.brand,terms
12,7265241820,16846,Natural Cheddar Cheese Slices,,"<p>Cheese, Cheddar, Mild, Sliced, 32 Count, with Interleaf Paper, 0.75 Ounce, 1.5 Lb Loaf</p>","<p>Cheese, Cheddar, Mild, Sliced, 32 Count, with Interleaf Paper, 0.75 Ounce, 1.5 Lb Loaf</p>",726524,0,https://gfsstore.com/products/726524/,https://gfsstore.com/products/726524/,,,"<p>Cheese, Cheddar, Mild, Sliced, 32 Count, with Interleaf Paper, 0.75 Ounce, 1.5 Lb Loaf</p>","['7265241', '726524']",7265241|726524,182,Natural Cheddar Cheese Slices,Gordon Choice,Gordon Choice,gordon choice,"Cheese, Cheddar, Mild, Sliced, 32 Count, with Interleaf Paper, 0.75 Ounce, 1.5 Lb Loaf","Natural Cheddar Cheese Slices Gordon Choice Shredded, Sliced & Cubed Cheese Cheese, Cheddar, Mild, Sliced, 32 Count, with Interleaf Paper, 0.75 Ounce, 1.5 Lb Loaf",7.49,,"['036514130506', '093901726520', '400072652419']",CHEESE: CHEDDAR & COLBY,"Shredded, Sliced & Cubed Cheese",Deli,,,,Cooler,32,EA,Loaf,667,281,"[{'facet_name': 'Style of Cheese', 'facet_value': 'Cheddar', 'facet_term_id': 910}, {'facet_name': 'Cut of Cheese', 'facet_value': 'Sliced', 'facet_term_id': 945}]",,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
13,7265321820,16847,Natural Provolone Cheese,,"<p>Cheese, Provolone, Natural, Sliced, 32 Count, 0.75 Ounce, 1.5 Lb Package</p>","<p>Cheese, Provolone, Natural, Sliced, 32 Count, 0.75 Ounce, 1.5 Lb Package</p>",726532,0,https://gfsstore.com/products/726532/,https://gfsstore.com/products/726532/,,,"<p>Cheese, Provolone, Natural, Sliced, 32 Count, 0.75 Ounce, 1.5 Lb Package</p>","['7265321', '726532']",7265321|726532,182,Natural Provolone Cheese,Gordon Choice,Gordon Choice,gordon choice,"Cheese, Provolone, Natural, Sliced, 32 Count, 0.75 Ounce, 1.5 Lb Package","Natural Provolone Cheese Gordon Choice Shredded, Sliced & Cubed Cheese Cheese, Provolone, Natural, Sliced, 32 Count, 0.75 Ounce, 1.5 Lb Package",7.49,,"['036514152645', '093901726537', '400072653218']",CHEESE: MOZZARELLA / PROVOLONE / STRING,"Shredded, Sliced & Cubed Cheese",Deli,,,,Cooler,32,EA,Package,1058,269,"[{'facet_name': 'Style of Cheese', 'facet_value': 'Provolone', 'facet_term_id': 924}, {'facet_name': 'Cut of Cheese', 'facet_value': 'Sliced', 'facet_term_id': 945}]",,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
14,4714961820,16392,Medium Cheddar Cheese Cubes,,"<p>Cheese, Cheddar, Medium, 0.75 Inch Cubed, 1 Lb Bag</p>","<p>Cheese, Cheddar, Medium, 0.75 Inch Cubed, 1 Lb Bag</p>",471496,0,https://gfsstore.com/products/471496/,https://gfsstore.com/products/471496/,,,"<p>Cheese, Cheddar, Medium, 0.75 Inch Cubed, 1 Lb Bag</p>","['4714961', '471496']",4714961|471496,182,Medium Cheddar Cheese Cubes,Gordon Choice,Gordon Choice,gordon choice,"Cheese, Cheddar, Medium, 0.75 Inch Cubed, 1 Lb Bag","Medium Cheddar Cheese Cubes Gordon Choice Shredded, Sliced & Cubed Cheese Cheese, Cheddar, Medium, 0.75 Inch Cubed, 1 Lb Bag",5.79,,"['041757738006', '041757738402', '041757738709', '093901471499', '400047149616']",CHEESE: CHEDDAR & COLBY,"Shredded, Sliced & Cubed Cheese",Deli,,,,Cooler,60,EA,Bag,812,254,"[{'facet_name': 'Style of Cheese', 'facet_value': 'Cheddar', 'facet_term_id': 910}, {'facet_name': 'Cut of Cheese', 'facet_value': 'Cubes', 'facet_term_id': 944}]",,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
15,7762601820,17036,Hard Salami,,"<p>Salami, Hard, 0.25 Ounce Slices, Fresh, 2 Lb Package</p>","<p>Salami, Hard, 0.25 Ounce Slices, Fresh, 2 Lb Package</p>",776260,0,https://gfsstore.com/products/776260/,https://gfsstore.com/products/776260/,,,"<p>Salami, Hard, 0.25 Ounce Slices, Fresh, 2 Lb Package</p>","['7762601', '776260']",7762601|776260,182,Hard Salami,Primo Gusto,Primo Gusto,primo gusto,"Salami, Hard, 0.25 Ounce Slices, Fresh, 2 Lb Package","Hard Salami Primo Gusto Deli Meats Salami, Hard, 0.25 Ounce Slices, Fresh, 2 Lb Package",12.49,,['093901776266'],GFS BRAND SLICED MEATS,Deli Meats,Deli,,,,Cooler,128,EA,Package,915,249,[],,"[{'term_id': 54, 'slug': 'primo-gusto-italian-foods', 'name': 'Primo Gusto Italian Foods', 'parent': 0, 'term_taxonomy_id': 54}]",
16,3411931820,44700,Sharp Cheddar Sliced Cheese,,"<p>Cheese, Sharp Cheddar, Sliced, 0.75 Ounce, Fresh, 1.5 Lb Package</p>","<p>Cheese, Sharp Cheddar, Sliced, 0.75 Ounce, Fresh, 1.5 Lb Package</p>",341193,0,https://gfsstore.com/products/341193/,https://gfsstore.com/products/341193/,,,"<p>Cheese, Sharp Cheddar, Sliced, 0.75 Ounce, Fresh, 1.5 Lb Package</p>","['3411931', '341193']",3411931|341193,182,Sharp Cheddar Sliced Cheese,Gordon Choice,Gordon Choice,gordon choice,"Cheese, Sharp Cheddar, Sliced, 0.75 Ounce, Fresh, 1.5 Lb Package","Sharp Cheddar Sliced Cheese Gordon Choice Shredded, Sliced & Cubed Cheese Cheese, Sharp Cheddar, Sliced, 0.75 Ounce, Fresh, 1.5 Lb Package",7.49,,"['093901341198', '400034119318']",CHEESE: CHEDDAR & COLBY,"Shredded, Sliced & Cubed Cheese",Deli,,,,Cooler,1,EA,Package,842,249,"[{'facet_name': 'Style of Cheese', 'facet_value': 'Cheddar', 'facet_term_id': 910}, {'facet_name': 'Cut of Cheese', 'facet_value': 'Sliced', 'facet_term_id': 945}]",,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
17,2756801820,16195,French Onion Chip Dip,,"<p>Dip, French Onion, 24 Oz Tub</p>","<p>Dip, French Onion, 24 Oz Tub</p>",275680,0,https://gfsstore.com/products/275680/,https://gfsstore.com/products/275680/,,,"<p>Dip, French Onion, 24 Oz Tub</p>","['2756801', '275680']",2756801|275680,182,French Onion Chip Dip,Gordon Choice,Gordon Choice,gordon choice,"Dip, French Onion, 24 Oz Tub","French Onion Chip Dip Gordon Choice Spreads, Dips & Olives Dip, French Onion, 24 Oz Tub",7.99,,"['093901553232', '400027568017']",DIPS,"Spreads, Dips & Olives",Deli,,,,Cooler,24,OZ,Tub,767,217,[],,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
18,7809951820,18446,Mozzarella Cheese,,"<p>Cheese, Mozzarella, Whole Milk, Feather Shredded, 5 Lb Bag</p>","<p>Cheese, Mozzarella, Whole Milk, Feather Shredded, 5 Lb Bag</p>",780995,0,https://gfsstore.com/?post_type=product&#038;p=18446,https://gfsstore.com/?post_type=product&#038;p=18446,,,"<p>Cheese, Mozzarella, Whole Milk, Feather Shredded, 5 Lb Bag</p>","['7809951', '780995']",7809951|780995,182,Mozzarella Cheese,Primo Gusto,Primo Gusto,primo gusto,"Cheese, Mozzarella, Whole Milk, Feather Shredded, 5 Lb Bag","Mozzarella Cheese Primo Gusto Shredded, Sliced & Cubed Cheese Cheese, Mozzarella, Whole Milk, Feather Shredded, 5 Lb Bag",13.99,,['093901780997'],CHEESE: MOZZARELLA / PROVOLONE / STRING,"Shredded, Sliced & Cubed Cheese",Deli,,,,Cooler,80,OZ,Bag,52,208,"[{'facet_name': 'Style of Cheese', 'facet_value': 'Mozzarella', 'facet_term_id': 920}, {'facet_name': 'Cut of Cheese', 'facet_value': 'Shredded', 'facet_term_id': 934}]",,"[{'term_id': 54, 'slug': 'primo-gusto-italian-foods', 'name': 'Primo Gusto Italian Foods', 'parent': 0, 'term_taxonomy_id': 54}]",
19,8340211820,18187,Garden Veggie Ranch Dip,,"<p>Dip, Vegetable, Garden Ranch, 24 Oz Tub</p>","<p>Dip, Vegetable, Garden Ranch, 24 Oz Tub</p>",834021,0,https://gfsstore.com/?post_type=product&#038;p=18187,https://gfsstore.com/?post_type=product&#038;p=18187,,,"<p>Dip, Vegetable, Garden Ranch, 24 Oz Tub</p>","['8340211', '834021']",8340211|834021,182,Garden Veggie Ranch Dip,Gordon Choice,Gordon Choice,gordon choice,"Dip, Vegetable, Garden Ranch, 24 Oz Tub","Garden Veggie Ranch Dip Gordon Choice Spreads, Dips & Olives Dip, Vegetable, Garden Ranch, 24 Oz Tub",4.99,,"['093901340214', '400083402119']",DIPS,"Spreads, Dips & Olives",Deli,,,,Cooler,24,OZ,Tub,207,207,[],,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
20,5513931820,16512,Jalapeño Cheese Cubes,,"<p>Cheese, Monterey Jack, Jalapeno, Cubed, 1 Lb Bag</p>","<p>Cheese, Monterey Jack, Jalapeno, Cubed, 1 Lb Bag</p>",551393,0,https://gfsstore.com/products/551393/,https://gfsstore.com/products/551393/,,,"<p>Cheese, Monterey Jack, Jalapeno, Cubed, 1 Lb Bag</p>","['5513931', '551393']",5513931|551393,182,Jalapeño Cheese Cubes,Gordon Choice,Gordon Choice,gordon choice,"Cheese, Monterey Jack, Jalapeno, Cubed, 1 Lb Bag","Jalapeño Cheese Cubes Gordon Choice Specialty Cheese Cheese, Monterey Jack, Jalapeno, Cubed, 1 Lb Bag",5.79,,"['093901551399', '400055139319']",Cheese: Semi-Soft Cheese,Specialty Cheese,Deli,,,,Cooler,62.5,EA,Bag,681,191,"[{'facet_name': 'Cut of Cheese', 'facet_value': 'Cubes', 'facet_term_id': 944}, {'facet_name': 'Style of Cheese', 'facet_value': 'Monterey Jack', 'facet_term_id': 935}]",,"[{'term_id': 343, 'slug': 'gordon-choice', 'name': 'Gordon Choice', 'parent': 0, 'term_taxonomy_id': 343}]",
21,7762211820,17034,Pepperoni,,"<p>Pepperoni, Sliced, 3.34 Inch Diameter, Sandwich, 8 Count per Ounce, Fresh, 2 Lb Package</p>","<p>Pepperoni, Sliced, 3.34 Inch Diameter, Sandwich, 8 Count per Ounce, Fresh, 2 Lb Package</p>",776221,0,https://gfsstore.com/products/776221/,https://gfsstore.com/products/776221/,,,"<p>Pepperoni, Sliced, 3.34 Inch Diameter, Sandwich, 8 Count per Ounce, Fresh, 2 Lb Package</p>","['7762211', '776221']",7762211|776221,182,Pepperoni,Primo Gusto,Primo Gusto,primo gusto,"Pepperoni, Sliced, 3.34 Inch Diameter, Sandwich, 8 Count per Ounce, Fresh, 2 Lb Package","Pepperoni Primo Gusto Deli Meats Pepperoni, Sliced, 3.34 Inch Diameter, Sandwich, 8 Count per Ounce, Fresh, 2 Lb Package",12.49,,['093901776228'],GFS BRAND SLICED MEATS,Deli Meats,Deli,,,,Cooler,1,EA,Package,681,172,[],,"[{'term_id': 54, 'slug': 'primo-gusto-italian-foods', 'name': 'Primo Gusto Italian Foods', 'parent': 0, 'term_taxonomy_id': 54}]",
22,8630811820,17252,Potato Salad,,"<p>Salad, Potato, Vegetarian, Refrigerated, 2 Lb Tub</p>","<p>Salad, Potato, Vegetarian, Refrigerated, 2 Lb Tub</p>",863081,0,https://gfsstore.com/products/863081/,https://gfsstore.com/products/863081/,,,"<p>Salad, Potato, Vegetarian, Refrigerated, 2 Lb Tub</p>","['8630811', '863081']",8630811|863081,182,Potato Salad,Grandma's Original Recipes,Grandma's Original Recipes,grandma's original recipes,"Salad, Potato, Vegetarian, Refrigerated, 2 Lb Tub","Potato Salad Grandma's Original Recipes Deli Salads & Sides Salad, Potato, Vegetarian, Refrigerated, 2 Lb Tub",5.79,,"['072106601399', '400086308111']",Table Ready Salads: Traditional,Deli Salads & Sides,Deli,,,,Cooler,32,OZ,Tub,167,167,[],,"[{'term_id': 304, 'slug': 'grandmas', 'name': ""Grandma's"", 'parent': 0, 'term_taxonomy_id': 304}]",
23,4417671820,16346,Shredded Mozz-Provolone Cheese,,"<p>Cheese Blend, Mozzarella &#038; Lightly Smoked Provolone, Feather Shredded, 5 Lb Bag</p>","<p>Cheese Blend, Mozzarella & Lightly Smoked Provolone, Feather Shredded, 5 Lb Bag</p>",441767,0,https://gfsstore.com/products/441767/,https://gfsstore.com/products/441767/,,,"<p>Cheese Blend, Mozzarella & Lightly Smoked Provolone, Feather Shredded, 5 Lb Bag</p>","['4417671', '4417670', '441767']",4417671|4417670|441767,182,Shredded Mozz-Provolone Cheese,Primo Gusto,Primo Gusto,primo gusto,"Cheese Blend, Mozzarella & Lightly Smoked Provolone, Feather Shredded, 5 Lb Bag","Shredded Mozz-Provolone Cheese Primo Gusto Shredded, Sliced & Cubed Cheese Cheese Blend, Mozzarella & Lightly Smoked Provolone, Feather Shredded, 5 Lb Bag",13.99,,['093901441768'],CHEESE: MOZZARELLA / PROVOLONE / STRING,"Shredded, Sliced & Cubed Cheese",Deli,,,,Cooler,80,OZ,Bag,36,164,"[{'facet_name': 'Style of Cheese', 'facet_value': 'Mozzarella', 'facet_term_id': 920}, {'facet_name': 'Style of Cheese', 'facet_value': 'Provolone', 'facet_term_id': 924}, {'facet_name': 'Cut of Cheese', 'facet_value': 'Shredded', 'facet_term_id': 934}]",,"[{'term_id': 54, 'slug': 'primo-gusto-italian-foods', 'name': 'Primo Gusto Italian Foods', 'parent': 0, 'term_taxonomy_id': 54}]",
